Time,filt_S1_X,filt_S1_Y,filt_S1_Z,filt_S1_p,filt_S1_r,filt_S2_X,filt_S2_Y,filt_S2_Z,filt_S2_p,filt_S2_r,,,,S1_X,S1_Y,S1_Z,S1_p,S1_r,S2_X,S2_Y,S2_Z,S2_p,S2_r
5.054,-0.006464854,-0.000195108,0.00873635,-0.307918519,0.078834923,-0.006147917,0.003371553,0.01005803,-0.332827195,0.059547347,,,,-0.13,-0.03,0.98,-7.52,-1.71,-0.42,0.05,0.86,-24.71,3.25
5.07,-0.006530978,-1.43E-06,0.008986488,-0.308117614,0.076824059,-0.005775441,0.003121756,0.009784653,-0.333055297,0.04418419,,,,-0.14,-0.05,0.99,-7.97,-2.71,-0.43,0.04,0.89,-25.7,2.25
5.086,-0.006548242,0.000153532,0.009226728,-0.306158172,0.072518357,-0.005333313,0.002836297,0.009506347,-0.328770634,0.02973897,,,,-0.14,-0.03,1.01,-8.08,-1.55,-0.44,0.07,0.9,-26.07,4.21
5.102,-0.006512103,0.00025727,0.009444087,-0.302075545,0.066203255,-0.004842953,0.002529996,0.009234618,-0.320163885,0.016654255,,,,-0.14,-0.01,0.99,-7.86,-0.79,-0.43,0.07,0.86,-25.32,4.66
5.118,-0.006421352,0.000302963,0.009626317,-0.296107554,0.058367009,-0.004329734,0.002217948,0.008977764,-0.307724723,0.005267495,,,,-0.14,-0.02,0.99,-7.97,-1.36,-0.44,0.05,0.9,-26.07,3.34
5.134,-0.006278224,0.000290702,0.009763665,-0.288681046,0.049702347,-0.003821843,0.001915026,0.008741344,-0.292243058,-0.004159425,,,,-0.15,-0.02,1.04,-8.54,-1.08,-0.46,0.08,0.93,-27.45,4.93
5.15,-0.006088097,0.000227819,0.009850517,-0.280375718,0.041079697,-0.003348684,0.001635312,0.008529057,-0.274775518,-0.011413864,,,,-0.13,-0.03,1,-7.75,-1.57,-0.42,0.06,0.87,-25.08,3.73
5.166,-0.005858784,0.000128131,0.009886434,-0.271864023,0.033484567,-0.002938732,0.001391334,0.008343557,-0.25656548,-0.016321386,,,,-0.14,-0.04,0.99,-7.97,-2.49,-0.43,0.02,0.89,-25.57,1.38
5.183,-0.005599512,1.02E-05,0.009876293,-0.263831828,0.027924557,-0.002616946,0.001193219,0.00818687,-0.238919115,-0.018748491,,,,-0.14,-0.02,1.02,-8.2,-0.99,-0.45,0.09,0.92,-26.69,5.36
5.199,-0.005319815,-0.000104848,0.009829491,-0.256891312,0.025320384,-0.002402117,0.00104795,0.008060345,-0.223056118,-0.018610267,,,,-0.13,-0.03,0.99,-7.29,-1.47,-0.41,0.05,0.86,-24.46,3.64
5.215,-0.00502857,-0.000196212,0.009758471,-0.251502513,0.026396953,-0.002304634,0.000958908,0.007964332,-0.209964684,-0.015877311,,,,-0.13,-0.03,0.98,-7.29,-1.94,-0.42,0.05,0.87,-24.71,3.59
5.231,-0.004733408,-0.000245611,0.009676942,-0.247920658,0.031588524,-0.002325165,0.000925762,0.007897902,-0.200292282,-0.010583252,,,,-0.14,-0.03,1.02,-8.08,-1.76,-0.44,0.07,0.91,-26.19,4.29
5.247,-0.00444062,-0.000239574,0.009598137,-0.246181032,0.040970388,-0.002454591,0.000944744,0.007858879,-0.194296016,-0.002835478,,,,-0.13,-0.03,1,-7.75,-1.57,-0.42,0.05,0.88,-25.08,3.55
5.263,-0.004155521,-0.000170909,0.009533301,-0.246122406,0.054227811,-0.002675289,0.001009307,0.007844216,-0.191859809,0.007173636,,,,-0.14,-0.04,0.99,-8.08,-2.15,-0.43,0.03,0.89,-25.57,1.88
5.279,-0.003883095,-3.94E-05,0.009490472,-0.247438471,0.070668498,-0.002963485,0.001111175,0.007850519,-0.192566467,0.019162864,,,,-0.15,-0.03,1.02,-8.42,-1.54,-0.46,0.08,0.92,-27.2,4.84
5.295,-0.003628625,0.000148229,0.009473517,-0.249739852,0.089277174,-0.003292224,0.001241646,0.007874389,-0.195798991,0.032771639,,,,-0.14,-0.01,1.01,-8.2,-0.55,-0.44,0.08,0.9,-26.19,4.84
5.311,-0.003398002,0.000379427,0.009481433,-0.252609835,0.108802701,-0.003634358,0.001392869,0.007912345,-0.200842923,0.04758038,,,,-0.13,-0.03,0.98,-7.63,-1.83,-0.42,0.05,0.86,-24.71,3.13
5.327,-0.003197581,0.000636997,0.009507999,-0.255643721,0.127863566,-0.003965109,0.001558745,0.007960358,-0.206970994,0.063132175,,,,-0.14,-0.03,1,-7.97,-1.46,-0.44,0.06,0.89,-25.82,4.12
5.343,-0.0030336,0.000900905,0.009541949,-0.258471123,0.145059404,-0.004264012,0.001735277,0.008013339,-0.213506997,0.078949347,,,,-0.13,-0.03,1,-7.63,-1.57,-0.43,0.06,0.88,-25.32,3.8
5.359,-0.002911361,0.001150124,0.009567833,-0.260767189,0.159082156,-0.004516226,0.001920449,0.008064969,-0.219876143,0.094548293,,,,-0.13,-0.03,1,-7.75,-1.8,-0.43,0.04,0.89,-25.45,2.89
5.376,-0.002834425,0.001364603,0.009567602,-0.262260078,0.168824725,-0.004713257,0.002113913,0.008108094,-0.225648443,0.109463207,,,,-0.14,-0.03,1.01,-8.31,-1.55,-0.45,0.06,0.91,-26.44,3.58
5.392,-0.002804012,0.001527289,0.009522701,-0.262738896,0.173484184,-0.004853101,0.002316755,0.008135595,-0.230573783,0.123288125,,,,-0.13,-0.03,1,-7.75,-1.67,-0.43,0.05,0.88,-25.57,3.41
5.408,-0.002818734,0.001626013,0.009416381,-0.26206229,0.172651446,-0.004939771,0.002531433,0.008141412,-0.234600651,0.135736843,,,,-0.14,-0.03,1,-8.2,-1.45,-0.44,0.06,0.9,-26.07,3.74
5.424,-0.002874673,0.00165496,0.009235896,-0.260165957,0.166372594,-0.004982193,0.002761743,0.008121424,-0.237869468,0.146704868,,,,-0.13,0.01,1.01,-7.52,0.56,-0.44,0.11,0.89,-25.94,7.28
5.44,-0.002965779,0.001615361,0.008974289,-0.257067778,0.155163003,-0.00499257,0.003012465,0.008073955,-0.240676223,0.15630501,,,,-0.13,-0.03,0.99,-7.75,-1.92,-0.42,0.04,0.88,-24.95,2.81
5.456,-0.003084488,0.001515079,0.008631541,-0.252870102,0.139959958,-0.004984403,0.003288391,0.007999821,-0.243408975,0.164850091,,,,-0.15,-0.03,1.01,-8.42,-1.78,-0.45,0.06,0.91,-26.69,3.67
5.472,-0.003222429,0.001367076,0.008214906,-0.247757679,0.122014454,-0.004970396,0.003592722,0.00790187,-0.246465073,0.172776517,,,,-0.14,-0.03,1.03,-8.31,-1.64,-0.44,0.06,0.91,-26.07,3.7
5.488,-0.003371059,0.001187039,0.007738299,-0.241988176,0.102741118,-0.004960502,0.003925211,0.007784054,-0.250160025,0.180529268,,,,-0.13,-0.04,0.98,-7.41,-2.05,-0.42,0.04,0.86,-24.83,2.98
5.504,-0.003522114,0.000990738,0.007220752,-0.235873321,0.083555302,-0.004960353,0.004280642,0.007650184,-0.254642015,0.188443817,,,,-0.14,-0.03,1,-8.08,-1.79,-0.44,0.05,0.9,-25.82,3.48
5.52,-0.003667869,0.000791678,0.0066842,-0.229753048,0.06572388,-0.004970315,0.00464812,0.007502709,-0.259829306,0.196656511,,,,-0.13,-0.02,1,-7.63,-0.89,-0.43,0.08,0.88,-25.45,4.93
5.536,-0.00380133,0.000599393,0.006151045,-0.223968733,0.050246164,-0.004985372,0.005011408,0.007341946,-0.265387087,0.205058966,,,,-0.13,-0.03,0.98,-7.75,-1.59,-0.43,0.06,0.88,-25.57,3.7
5.552,-0.003916483,0.000418578,0.005641979,-0.218841402,0.03777153,-0.004995937,0.005350142,0.007166064,-0.27075307,0.213295866,,,,-0.14,-0.03,1.01,-8.2,-1.55,-0.44,0.08,0.9,-26.07,4.83
5.568,-0.004008679,0.000249046,0.005174426,-0.214657268,0.028556163,-0.004989483,0.005641664,0.006971903,-0.275210048,0.220798137,,,,-0.14,-0.03,0.99,-8.08,-1.92,-0.43,0.05,0.88,-25.2,3.18
5.584,-0.004075094,8.65E-05,0.00476174,-0.211659197,0.022462377,-0.004952755,0.005863155,0.006756434,-0.277993397,0.226846129,,,,-0.13,-0.04,0.99,-7.18,-2.59,-0.44,0.04,0.89,-25.94,2.26
5.6,-0.004115158,-7.62E-05,0.004413085,-0.210041097,0.019004359,-0.004874159,0.005993975,0.006518471,-0.278413883,0.230662596,,,,-0.15,-0.02,1.02,-8.54,-1.32,-0.45,0.07,0.92,-26.94,4.63
5.616,-0.004130742,-0.000247015,0.004133757,-0.209942239,0.017438315,-0.004745894,0.006018086,0.006260119,-0.275971622,0.231532166,,,,-0.14,-0.02,1,-7.97,-1.01,-0.44,0.08,0.89,-25.82,5.16
5.632,-0.004126002,-0.00043275,0.003925662,-0.211438808,0.016883401,-0.004565415,0.005926321,0.005987514,-0.27043782,0.228930864,,,,-0.13,-0.02,0.99,-7.75,-1.02,-0.43,0.07,0.88,-25.57,4.43
5.648,-0.004106807,-0.000637561,0.003787713,-0.214530717,0.016450138,-0.004335973,0.005718104,0.005710576,-0.261889182,0.222637471,,,,-0.14,-0.03,1,-7.97,-1.78,-0.44,0.06,0.9,-26.07,3.58
5.664,-0.004079834,-0.000861713,0.003716075,-0.21912409,0.01535299,-0.004066225,0.005402217,0.005441848,-0.250692789,0.212800887,,,,-0.14,-0.04,1,-8.08,-2.01,-0.44,0.06,0.89,-25.82,3.78
5.68,-0.004051508,-0.001101206,0.003704343,-0.225012963,0.012992765,-0.003769064,0.004996474,0.005194722,-0.237450427,0.199952621,,,,-0.13,-0.03,0.99,-7.75,-1.46,-0.43,0.06,0.88,-25.7,3.66
5.697,-0.004026958,-0.001347988,0.00374378,-0.231866079,0.009004249,-0.003459949,0.004526337,0.00498146,-0.222917742,0.184967847,,,,-0.14,-0.01,1,-7.86,-0.78,-0.43,0.08,0.88,-25.32,5.17
5.713,-0.00400921,-0.001590708,0.003823754,-0.239225677,0.003269367,-0.003155076,0.004022668,0.004811465,-0.207916023,0.168984283,,,,-0.13,-0.04,0.98,-7.63,-2.05,-0.43,0.05,0.88,-25.45,3.18
5.729,-0.003998773,-0.001815896,0.003932445,-0.246524724,-0.004101649,-0.002869726,0.003518862,0.004690151,-0.193253334,0.153289393,,,,-0.13,-0.03,1.01,-7.75,-1.67,-0.43,0.06,0.9,-25.7,3.86
5.745,-0.003993702,-0.002009446,0.004057791,-0.253125874,-0.012814487,-0.002617034,0.003047698,0.004618558,-0.179665912,0.139189351,,,,-0.14,-0.03,1,-7.86,-1.68,-0.43,0.06,0.88,-25.45,3.81
5.761,-0.003990104,-0.002158199,0.004188502,-0.258379511,-0.022448919,-0.002407291,0.002638292,0.004593607,-0.167781276,0.1278771,,,,-0.15,-0.04,1.01,-8.54,-2.1,-0.45,0.05,0.91,-26.94,3.42
5.777,-0.003982933,-0.002251373,0.004314888,-0.26169133,-0.032517876,-0.002247678,0.002313556,0.004608732,-0.158095739,0.120317028,,,,-0.14,-0.02,1.01,-8.31,-1.11,-0.44,0.07,0.9,-26.07,4.61
5.793,-0.003966832,-0.002281638,0.004429329,-0.262586228,-0.04251758,-0.002142266,0.002088474,0.004654618,-0.150956621,0.117159339,,,,-0.13,-0.04,0.97,-7.63,-2.07,-0.42,0.04,0.86,-24.71,2.99
5.809,-0.00393687,-0.002245743,0.004526423,-0.26075759,-0.051963968,-0.002092161,0.001969357,0.004719933,-0.146545778,0.118691237,,,,-0.13,-0.03,0.99,-7.75,-1.69,-0.43,0.06,0.89,-25.2,3.78
5.825,-0.003889143,-0.002144656,0.004602987,-0.256097688,-0.060414964,-0.002095746,0.001954098,0.004792113,-0.144870709,0.124826788,,,,-0.14,-0.03,1.01,-7.97,-1.67,-0.44,0.06,0.9,-26.07,3.72
5.841,-0.003821268,-0.00198327,0.004658112,-0.248710153,-0.067481316,-0.002149093,0.002033246,0.004858292,-0.145772585,0.135131487,,,,-0.14,-0.03,1,-8.08,-1.56,-0.43,0.08,0.88,-25.45,4.92
5.857,-0.00373278,-0.001769798,0.004693224,-0.238906046,-0.07283137,-0.002246505,0.002191569,0.00490635,-0.148953854,0.148870934,,,,-0.14,-0.02,1.01,-8.08,-1.11,-0.44,0.06,0.9,-26.19,4.09
5.873,-0.003625347,-0.001515008,0.004711963,-0.227182836,-0.076196559,-0.002381123,0.002409711,0.004925911,-0.154018401,0.165069594,,,,-0.14,-0.03,1.01,-8.2,-1.66,-0.44,0.06,0.91,-26.32,3.8
5.889,-0.003502728,-0.001231441,0.004719676,-0.214185214,-0.077382215,-0.002545482,0.00266569,0.004909129,-0.160513162,0.182570267,,,,-0.13,-0.03,0.99,-7.75,-1.8,-0.43,0.06,0.87,-25.32,3.97
5.905,-0.003370445,-0.000932671,0.004722524,-0.20064947,-0.076282101,-0.002731963,0.00293621,0.004851205,-0.167963797,0.200095635,,,,-0.14,-0.04,0.98,-7.86,-2.5,-0.42,0.04,0.87,-24.95,2.82
5.921,-0.003235228,-0.000632571,0.00472643,-0.187337783,-0.072888648,-0.002933184,0.003197946,0.004750713,-0.17590445,0.216322,,,,-0.14,-0.03,1,-7.86,-1.91,-0.44,0.06,0.9,-25.82,3.62
5.937,-0.003104346,-0.000344493,0.004736163,-0.174972028,-0.067289999,-0.003142367,0.003428977,0.004609898,-0.183905503,0.22997466,,,,-0.13,-0.03,1.01,-7.75,-1.44,-0.44,0.07,0.9,-26.19,4.35
5.953,-0.002984924,-8.04E-05,0.004754752,-0.164177055,-0.059652356,-0.003353652,0.003610345,0.004434898,-0.191599727,0.239943201,,,,-0.13,-0.02,1,-7.63,-1.12,-0.44,0.06,0.89,-25.82,4.15
5.969,-0.002883362,0.000149969,0.004783191,-0.155440962,-0.050196993,-0.003562218,0.003727534,0.004235727,-0.198700418,0.245399521,,,,-0.14,-0.02,1,-7.86,-1.23,-0.44,0.07,0.9,-26.07,4.7
5.986,-0.002804912,0.000339528,0.004820306,-0.149095466,-0.039187193,-0.003764083,0.003771534,0.004025773,-0.205002663,0.245891432,,,,-0.14,-0.02,1.01,-8.08,-1.22,-0.44,0.08,0.89,-26.07,5.14
6.002,-0.002753402,0.000483895,0.004862702,-0.145314344,-0.026935813,-0.003955543,0.003739216,0.003820772,-0.210363525,0.241387082,,,,-0.14,-0.03,0.99,-7.97,-1.8,-0.43,0.05,0.88,-25.57,3.54
6.018,-0.00273102,0.000580874,0.004904812,-0.144123898,-0.013831322,-0.004132411,0.00363298,0.003637396,-0.214665672,0.232260272,,,,-0.13,-0.04,0.99,-7.75,-2.49,-0.42,0.05,0.88,-25.08,3.17
6.034,-0.002738104,0.000629684,0.004939186,-0.14541829,-0.000366592,-0.004289314,0.003459851,0.003491762,-0.217776578,0.219226774,,,,-0.14,-0.03,1,-8.08,-1.89,-0.44,0.06,0.89,-25.82,3.88
6.05,-0.002772907,0.00063028,0.004957148,-0.148974431,0.012851171,-0.004419333,0.003230419,0.003398133,-0.219517512,0.203255963,,,,-0.14,-0.04,1,-7.97,-2.02,-0.44,0.05,0.89,-25.94,3.12
6.066,-0.002831394,0.000583028,0.004949813,-0.154464105,0.025124888,-0.004514096,0.002957906,0.003367939,-0.219651633,0.185482123,,,,-0.13,-0.02,1.01,-7.75,-1.11,-0.44,0.07,0.9,-25.94,4.73
6.082,-0.002907143,0.000488847,0.004909323,-0.161464156,0.035727395,-0.004564266,0.002657511,0.003409088,-0.217892359,0.167127755,,,,-0.14,-0.02,1,-7.86,-1.34,-0.44,0.06,0.89,-25.82,3.89
6.098,-0.002991458,0.000349636,0.004830046,-0.169468211,0.043982777,-0.004560281,0.002345896,0.00352543,-0.21392764,0.149436674,,,,-0.13,-0.02,1,-7.75,-1.23,-0.43,0.07,0.89,-25.7,4.52
6.114,-0.003073783,0.000168731,0.004709534,-0.177904718,0.049348542,-0.004493226,0.002040607,0.003716328,-0.207455015,0.133606875,,,,-0.13,-0.03,0.99,-7.63,-1.58,-0.43,0.05,0.88,-25.32,3.19
6.13,-0.003142487,-4.89E-05,0.004549104,-0.186164907,0.05148041,-0.004355755,0.001759223,0.003976391,-0.198223405,0.12071453,,,,-0.14,-0.03,1.01,-8.08,-1.45,-0.44,0.08,0.89,-25.94,5.14
6.146,-0.003185988,-0.000296567,0.004353995,-0.193640808,0.05026968,-0.004143005,0.001518128,0.004295502,-0.186076884,0.111627622,,,,-0.14,-0.03,1.01,-8.08,-1.44,-0.45,0.06,0.9,-26.57,3.72
6.162,-0.003194058,-0.000566411,0.004133048,-0.199769067,0.045851785,-0.00385338,0.001330994,0.004659216,-0.170992719,0.10691655,,,,-0.14,-0.03,0.99,-7.86,-1.69,-0.43,0.05,0.87,-25.2,3.21
6.178,-0.00315908,-0.000849401,0.003897902,-0.204073425,0.038590965,-0.003489025,0.001207184,0.005049549,-0.153104487,0.106777514,,,,-0.14,-0.04,1,-8.08,-2.01,-0.44,0.04,0.91,-26.19,2.83
6.194,-0.003077024,-0.001135674,0.003661775,-0.206198803,0.029049125,-0.003055922,0.001150485,0.005446074,-0.132704112,0.110989623,,,,-0.14,-0.02,1.02,-8.31,-1.32,-0.44,0.07,0.91,-26.32,4.54
6.21,-0.002947995,-0.001414565,0.003438008,-0.20593258,0.017946607,-0.002563621,0.001158538,0.005827176,-0.110223386,0.118922897,,,,-0.13,-0.03,0.97,-7.52,-1.72,-0.42,0.05,0.86,-24.58,3.53
6.226,-0.002776337,-0.001674602,0.003238651,-0.203212606,0.00611923,-0.002024755,0.001223171,0.006171414,-0.086202723,0.129601374,,,,-0.13,-0.03,0.99,-7.63,-1.59,-0.43,0.06,0.89,-25.32,4.03
6.242,-0.002570359,-0.001903571,0.003073358,-0.19812501,-0.005528439,-0.001454541,0.001331574,0.00645895,-0.061259165,0.141810947,,,,-0.14,-0.02,1.01,-8.08,-1,-0.44,0.07,0.91,-26.07,4.55
6.259,-0.002341787,-0.002088817,0.002948777,-0.190895489,-0.016076027,-0.000870346,0.001468105,0.006673048,-0.036063582,0.154233007,,,,-0.14,-0.04,1,-7.86,-2.02,-0.43,0.04,0.88,-25.32,2.93
6.274,-0.002104948,-0.002217824,0.002868413,-0.18187477,-0.024648204,-0.000291293,0.001616378,0.0068015,-0.011328607,0.165583622,,,,-0.14,-0.03,1.01,-8.31,-1.66,-0.44,0.08,0.91,-26.07,4.92
6.291,-0.001875677,-0.0022791,0.002832749,-0.171514844,-0.030481893,0.000262236,0.001761321,0.006837718,0.012200018,0.174740336,,,,-0.14,-0.02,1,-8.2,-1.23,-0.44,0.06,0.9,-26.07,3.86
6.307,-0.001669936,-0.002263289,0.002839405,-0.160331697,-0.032994888,0.000769395,0.001890845,0.006781238,0.033759307,0.180841882,,,,-0.13,-0.03,0.99,-7.75,-1.8,-0.43,0.06,0.89,-25.2,3.91
6.323,-0.00150227,-0.002164429,0.002883261,-0.148854136,-0.03184884,0.001210038,0.001996903,0.006637523,0.052599108,0.183350259,,,,-0.13,-0.03,1,-7.75,-1.45,-0.43,0.07,0.89,-25.45,4.64
6.339,-0.001384307,-0.001981186,0.002956592,-0.137564835,-0.026998092,0.001566187,0.00207579,0.006417127,0.068026337,0.18207068,,,,-0.13,-0.04,1,-7.63,-2.12,-0.43,0.05,0.89,-25.7,3.51
6.355,-0.001323563,-0.001717838,0.003049369,-0.126844578,-0.018714381,0.001823606,0.002127761,0.006134436,0.079457268,0.177132602,,,,-0.14,-0.03,1,-7.86,-1.67,-0.43,0.06,0.9,-25.7,3.74
6.371,-0.001322737,-0.001384718,0.003149769,-0.116930886,-0.007577777,0.001973193,0.002156157,0.00580623,0.08646944,0.168942,,,,-0.13,-0.04,0.99,-7.75,-2.15,-0.42,0.05,0.88,-24.83,3.19
6.387,-0.001379544,-0.000997897,0.003244958,-0.107898035,0.005571365,0.002011955,0.002166261,0.005450259,0.08884498,0.158117958,,,,-0.14,-0.03,1,-7.97,-1.57,-0.43,0.07,0.9,-25.57,4.72
6.403,-0.001487027,-0.00057808,0.003322058,-0.099659947,0.019716007,0.001943384,0.002164092,0.00508394,0.086598708,0.145423267,,,,-0.14,-0.02,1.01,-7.97,-0.89,-0.44,0.07,0.9,-25.94,4.24
6.419,-0.001634229,-0.000148871,0.003369193,-0.091993147,0.033768047,0.001777212,0.002155207,0.004723221,0.079987777,0.131691911,,,,-0.13,-0.03,1,-7.63,-1.68,-0.42,0.05,0.88,-25.08,3.54
6.435,-0.001807125,0.000265258,0.003376409,-0.084575215,0.046675915,0.001528652,0.002143563,0.004381616,0.069503892,0.117752525,,,,-0.14,-0.01,1.01,-7.97,-0.66,-0.45,0.07,0.91,-26.44,4.68
6.451,-0.001989752,0.000640931,0.003336317,-0.077034127,0.057515172,0.001217279,0.002130566,0.004069419,0.055851425,0.104349914,,,,-0.13,-0.03,1,-7.75,-1.79,-0.42,0.05,0.88,-24.95,3.43
6.467,-0.002165501,0.000957516,0.003244413,-0.069004277,0.065551799,0.000865729,0.002114488,0.003793171,0.039913267,0.092073564,,,,-0.13,-0.04,0.98,-7.63,-2.16,-0.43,0.05,0.88,-25.2,3.06
6.483,-0.002318585,0.001198389,0.003099213,-0.06018467,0.070279417,0.000498275,0.002090476,0.003555473,0.022703161,0.081307462,,,,-0.14,-0.03,1,-8.08,-1.56,-0.44,0.06,0.9,-25.82,3.72
6.499,-0.00243556,0.001351909,0.002902393,-0.050393887,0.071439399,0.000139356,0.00205129,0.003355209,0.005302233,0.072214806,,,,-0.14,-0.03,1.01,-7.86,-1.78,-0.43,0.06,0.9,-25.7,3.86
6.515,-0.002506785,0.001412202,0.002659062,-0.039615591,0.069032242,-0.000187943,0.001988691,0.003188167,-0.011219609,0.06476261,,,,-0.13,-0.02,0.98,-7.29,-1.25,-0.42,0.06,0.87,-24.95,3.99
6.531,-0.002527551,0.001379736,0.002378101,-0.028028207,0.063321475,-0.000463414,0.001895232,0.003047929,-0.025891746,0.058778152,,,,-0.15,-0.02,1.02,-8.42,-1.2,-0.45,0.08,0.92,-26.69,4.75
6.547,-0.002498679,0.001261492,0.002072372,-0.016013114,0.054824006,-0.000671181,0.001766032,0.002926878,-0.037931005,0.054019588,,,,-0.14,-0.02,1.01,-7.97,-1,-0.43,0.06,0.88,-25.45,3.91
6.563,-0.002426389,0.001070581,0.001758523,-0.004136895,0.044279014,-0.000801008,0.001600165,0.002817207,-0.046819472,0.050242594,,,,-0.13,-0.03,0.98,-7.41,-1.94,-0.42,0.05,0.87,-24.71,3.08
6.579,-0.002321417,0.000825201,0.001456201,0.006893958,0.032592724,-0.000849343,0.001401432,0.002711836,-0.052362932,0.047252954,,,,-0.14,-0.03,1.01,-7.86,-1.88,-0.44,0.06,0.91,-26.32,3.79
6.596,-0.002197476,0.000547086,0.001186618,0.016302839,0.020764888,-0.000819955,0.00117851,0.002605185,-0.054722661,0.044944341,,,,-0.14,-0.03,1.02,-8.2,-1.42,-0.45,0.06,0.91,-26.57,4.04
6.612,-0.002069292,0.000259676,0.000970572,0.023329664,0.009808437,-0.000724045,0.00094455,0.002493699,-0.054413434,0.043323744,,,,-0.13,-0.04,0.97,-7.29,-2.07,-0.42,0.05,0.86,-24.71,3.14
6.628,-0.00195052,-1.37E-05,0.000826178,0.02732342,0.000673017,-0.000579648,0.00071629,0.002376,-0.05226131,0.042522849,,,,-0.13,-0.03,0.99,-7.63,-1.81,-0.44,0.06,0.9,-25.94,3.85
6.644,-0.001851855,-0.00025143,0.00076664,0.027827629,-0.005822823,-0.000410251,0.000512652,0.002252622,-0.049319226,0.042786775,,,,-0.14,0,1.03,-7.86,0,-0.45,0.11,0.92,-26.94,6.91
6.66,-0.001779647,-0.000435097,0.000798414,0.024645149,-0.009052454,-0.000242663,0.000352745,0.002125365,-0.046745451,0.044428062,,,,-0.13,-0.03,0.98,-7.18,-1.82,-0.42,0.04,0.87,-24.95,2.84
6.676,-0.001735208,-0.00055071,0.000920074,0.01787113,-0.00863833,-0.000104308,0.000253321,0.001996359,-0.045657278,0.047740468,,,,-0.13,-0.04,0.98,-7.75,-2.05,-0.43,0.04,0.88,-25.2,2.91
6.692,-0.001714929,-0.000589842,0.001122058,0.007888231,-0.004502514,-2.03E-05,0.000226019,0.001867068,-0.046980112,0.052886039,,,,-0.14,-0.04,1.01,-7.86,-2.11,-0.44,0.05,0.9,-25.82,3.34
6.708,-0.001711139,-0.000550357,0.00138744,-0.00467484,0.003102054,-1.05E-05,0.000275064,0.001737483,-0.05131777,0.059789057,,,,-0.13,-0.03,0.99,-7.63,-1.92,-0.42,0.05,0.88,-24.83,3.31
6.724,-0.001713561,-0.000436511,0.001693694,-0.019013498,0.013595271,-8.74E-05,0.000396079,0.001605756,-0.058868052,0.068074845,,,,-0.14,-0.03,1,-7.86,-1.78,-0.43,0.05,0.89,-25.7,3.14
6.74,-0.001711089,-0.000258309,0.002015196,-0.034233319,0.026116197,-0.00025488,0.000576344,0.001468334,-0.069397721,0.077075778,,,,-0.15,-0.02,1.02,-8.42,-0.88,-0.44,0.08,0.91,-26.19,5.16
6.756,-0.00169356,-3.03E-05,0.002326046,-0.049437514,0.039605621,-0.000507409,0.000796385,0.001320519,-0.082277799,0.08590235,,,,-0.13,-0.02,1,-7.75,-1.01,-0.43,0.06,0.88,-25.7,3.92
6.772,-0.001653226,0.000230163,0.00260277,-0.063803735,0.05290809,-0.000831179,0.001032479,0.001157319,-0.09656917,0.093557786,,,,-0.13,-0.03,0.98,-7.29,-1.94,-0.42,0.05,0.87,-24.83,3.47
6.788,-0.001585772,0.000504136,0.002826548,-0.076643528,0.06487575,-0.001205592,0.001259543,0.000974474,-0.111142994,0.099067851,,,,-0.14,-0.03,1.01,-8.08,-1.55,-0.45,0.07,0.91,-26.69,4.53
6.804,-0.001490823,0.000772887,0.002984798,-0.087443122,0.074463207,-0.001605682,0.001453962,0.000769546,-0.124818702,0.10160137,,,,-0.14,-0.03,1.02,-8.08,-1.54,-0.43,0.06,0.9,-25.7,3.86
6.82,-0.001371955,0.00101899,0.003071958,-0.0958864,0.080810087,-0.002004916,0.001596007,0.000542924,-0.136501369,0.100564781,,,,-0.13,-0.03,0.99,-7.52,-1.69,-0.43,0.07,0.87,-25.45,4.38
6.836,-0.001236249,0.001227503,0.003089374,-0.101860217,0.083310582,-0.002378039,0.001671619,0.000298527,-0.145300245,0.095661417,,,,-0.14,-0.03,1.01,-8.2,-1.77,-0.45,0.05,0.9,-26.44,3.11
6.852,-0.001093435,0.001386962,0.00304427,-0.105441883,0.081667119,-0.002703559,0.001673398,4.41E-05,-0.150613021,0.086913333,,,,-0.14,-0.01,1,-7.97,-0.56,-0.44,0.07,0.9,-26.07,4.48
6.868,-0.000954724,0.001490122,0.002947953,-0.106869903,0.075921843,-0.002965559,0.001600808,-0.000209315,-0.152166063,0.074649718,,,,-0.13,-0.03,1,-7.75,-1.56,-0.44,0.06,0.89,-25.94,3.75
6.884,-0.000831479,0.001534364,0.002813576,-0.106501376,0.066458543,-0.003154608,0.001459683,-0.000447808,-0.150008788,0.059469553,,,,-0.13,-0.03,1,-7.75,-1.57,-0.43,0.06,0.88,-25.2,3.92
6.9,-0.000733934,0.001521673,0.002653823,-0.104761953,0.053971588,-0.003267787,0.001261243,-0.00065638,-0.144469995,0.042187431,,,,-0.13,-0.03,0.99,-7.75,-1.8,-0.44,0.05,0.89,-25.82,3.26
6.916,-0.000670141,0.001458275,0.002478926,-0.102095556,0.039405665,-0.003307977,0.001020849,-0.000820345,-0.136092007,0.023771876,,,,-0.14,-0.03,1,-8.08,-1.68,-0.43,0.06,0.89,-25.32,4.16
